singer,name,lyric
URBOYTJ,Selfmade,"I'm the way I am
Nothing's gonna bring me down
I'm never gonna break
You tried your best, putting me to rest
But you've lost
I'm the way I am
You can never make me change
Love me or hate me
Won't you take me for who I am
Yeah, uh
คือแบบว่าเธอก็รู้ว่านี้มันตัวฉัน
แน่นอนว่าฉันมันแสบและชอบทำตัวรั้น
ไม่ชอบหยุดอยู่กับที่เลยชอบทำตัวลํ้า
ฉันใช้ชีวิตทุกวันแบบเต็มที่ไม่มีมัวยั้ง
เพราะฉันคือตัวฉันและฉันไม่มีหรอกความกลัวนั้น
และสิ่งน่ากลัวที่สุดสำหรับตัวฉันมันคือตัวฉัน
เมื่อก่อนฉันเคยตัดสินคนด้วยกำลังมาเป็นตัววัด
แต่ตอนนี้ความรู้สึกก็บอกแล้วใครที่ฉันควรรัก
กับสิ่งที่เป็นตัวเองฉันไม่เคยโลเล
อย่าพยายามมาเปลี่ยนฉันบอกเลย no way
การเป็นตัวของตัวเองฉันคิดว่าโคตรเท่ห์
และสิ่งที่เป็นในทุกวันนี้ก็แบบว่า okay
ฉันใช้ชีวิตเหมือนรถวิ่งอยู่บนโทลเวย์
ผ่านเรื่องราวมากมายจนหลายๆอย่างมันปนเป
บางทีเจอลมพายุก็มีเสียหลักและโซเซ
แต่ฉันรู้สึกดีทุกครั้งที่เวลาแหกปากแล้วคนเฮ
I'm the way I am (uh)
Nothing's gonna bring me down
I'm never gonna break
You tried your best, putting me to rest
But you've lost (uh, uh)
I'm the way I am (uh)
You can never make me change, oh
Love me or hate me
Won't you take me for who I am (uh, uh)
'Cause I'm the way I am
Uh
เธออาจจะเกลียดที่ฉันพูดไม่ค่อยคิด
เกลียดอารมณ์ร้อนๆเกลียดในความติสท์
เกลียดที่ฉันทำผิดและไม่รับผิด
แถมยังเกลียดที่ทำเหมือนอันธพาลอีก
เธออาจจะเกลียดที่ฉันเป็นคนเอาแต่ใจ
บางทีฉันขี้โมโหและดูไม่แคร์ใครๆ
บางครั้งก็ดูเหมือนปากไม่ค่อยจะตรงกับใจ
แต่จะให้เลิกเป็นฉันมันก็คงจะทำไม่ได้
เคยอยากให้คนมายอมรับ
เคยพยายามจะเปลี่ยนตัวเองให้คนมายอมรัก
ยิ่งพยายามก็ยิ่งสงสัยทำไมต้องยอมวะ
ในเมื่อก็รู้ว่าโคตรไม่มีประโยชน์กับตัวฉัน
และฉันอาจดูขี้โม้แต่สำหรับเธอฉันไม่หลอก
ลองมองเข้ามาข้างในเธออย่าไปฟังที่ใครบอก
แค่รักที่ฉันเป็นฉันเธอไม่ต้องกลัวว่าไม่เหมาะ
เพราะฉันจะเป็นตัวฉันแบบนี้และไม่มีวันโดนไล่ออก
Uh
I'm the way I am (uh)
Nothing's gonna bring me down
I'm never gonna break
You tried your best, putting me to rest
But you've lost (uh, uh)
I'm the way I am (uh)
You can never make me change, oh
Love me or hate me
Won't you take me for who I am (uh, uh)
'Cause I'm the way I am
Yeah, I'm the way I am
Hmm mhm"
URBOYTJ,"เป็นได้ทุกอย่าง
","Yeah
วู้
ชอบชวนให้เป็นเพื่อนเธอไปดูหนัง
ชอบชวนไปทำอะไรกันทั้งวัน
แต่บางทีเธอก็หายไปเสียงั้น
ตามเกมเธอไม่ทันแต่ฉันก็พร้อมจะรับมือ
บางวันเธอเรียกฉันพี่ได้เลยน้อง
เจอไรไม่ค่อยเข้าใจก็มาฟ้องอะ
บางวันเธอไม่สนใจเธอไม่มอง
ตามใจเธอละกันฉันไม่เคยเรียกร้องใดใด
ก็เป็น Wikipedia ตอนที่เธอเกิดอยากรู้อะไร
เป็น Google Map ตอนที่เธออยากจะไปที่ไหนต่อไหน
แปลงร่างเป็น Grab Bike ต้องการอะไรอีกไหม
อยากให้เป็นมากกว่านั้น
งั้นต้องเป็นแฟนกันแล้วปะ
เป็นให้เธอได้นะก็ฉันเป็นได้ทุกอย่าง
Oh baby baby
คนที่จะเป็นให้เธอแค่ที่พัก
คนที่จะรอให้เธอนะมารัก
เป็นคนที่รักเธอ
บอกแล้วว่าฉันเป็นได้ทุกอย่าง
Yeah
Let's go
ฉันไม่ได้มีอะไรที่เหนือกว่าธรรมชาติ
My superpower มันไม่มีอะไรแค่เศษกระดาษ
ที่เสกให้เธออยากได้อะไรก็ได้ในทุกทุกอย่าง
Cause the money is my power ถึงจะมีแค่ไม่กี่บาท
แต่ว่าฉันก็มีแบบไม่ขาดไม่ทำให้เธอต้องเหงา
ถ้าอยากได้มากกว่านี้ขอเพียงแค่เข้ามาเอา
เป็นให้เธอทุกอย่างนะและเป็นให้ทุกทุกวันอะ
อยู่ที่เธอจะเป็นในสิ่งที่ฉันต้องการได้หรือเปล่า
ก็เป็น Wikipedia ตอนที่เธอเกิดอยากรู้อะไร
เป็น Google Map ตอนที่เธออยากจะไปที่ไหนต่อไหน
แปลงร่างเป็น Grab Bike ต้องการอะไรอีกไหม
อยากให้เป็นมากกว่านั้น
งั้นต้องเป็นแฟนกันแล้วปะ
เป็นให้เธอได้นะก็ฉันเป็นได้ทุกอย่าง
Oh baby baby
คนที่จะเป็นให้เธอแค่ที่พัก
คนที่จะรอให้เธอนะมารัก
เป็นคนที่รักเธอบอกแล้ว
ว่าฉันเป็นได้ทุกอย่าง
ก็เป็นทุกอย่างแล้ว
เป็นให้ทุกอย่างแล้ว
ถ้าให้เป็นมากกว่านี้
ก็คงต้องเป็นเเฟนกันแล้ว (โอะโอ)
อยากให้เป็นมากกว่านั้น
งั้นต้องเป็นแฟนกันแล้วปะ (เอ เอ โอเคไหม)
เป็นให้เธอได้นะก็ฉันเป็นได้ทุกอย่าง
I can be your everything right now
คนที่จะเป็นให้เธอแค่ที่พัก
คนที่จะรอให้เธอนะมารัก
เป็นคนที่รักเธอบอกแล้ว
ว่าฉันเป็นได้ทุกอย่าง
จะเป็น Wikipedia ตอนที่เธอเกิดอยากรู้อะไร
เป็น Google Map ตอนที่เธออยากจะไปที่ไหนต่อไหน
โอโอโวอูวูอู เย้เย
คนที่จะเป็นให้เธอแค่ที่พัก
Imma Imma Imma be your everything
เป็นคนที่รักเธอบอกแล้ว
ว่าฉันเป็นได้ทุกอย่าง
"
URBOYTJ,,"เธอใส่ใจคนอยู่เป็นร้อย

คนถูกใจเธออยู่นับพัน

ช่วยไม่ได้ ช่วยไม่ได้ ช่วยไม่ได้

ที่จะรวมฉัน

เธอดูดีในแบบของเธอ

แค่ได้เจอฉันก็เผลอสั่น

ช่วยไม่ได้ ช่วยไม่ได้ ช่วยไม่ได้

ที่ใครรุมรักเธอ

เอาจริงแค่ได้มอง ก็ตายแล้วตายอีกอะ

ไม่ให้มีเจ้าของอะ ไม่ให้ใครจีบอะ

ไม่อยากให้มีแฟนอะ ไม่งั้นฉันคงแย่อะ

ช่วยอยู่ให้ฉันมองไปตลอด Like this

อยู่คนเดียวงี้ดีจะตาย

อย่าเพิ่งมีใครให้ตายเชื่อเหอะ

แค่เธอนะบอกว่าเธอยังเหงา ฉันก็สบายใจ

อยู่คนเดียวด้วยกันก็พอ

ไม่ได้ขอให้เธอมาใกล้

อยู่เป็นความหวังของใครต่อใคร ให้ไปนาน ๆ

ก็เธอดีจนมีภาระ

เป็นที่รักของทุกๆ คน

ช่วยไม่ได้ ช่วยไม่ได้ ช่วยไม่ได้

ที่จะหลงรัก

ก็เพราะงั้นฉันเลยยิ่งหวง

เธอมาทำให้ฉันไหวหวั่น

ช่วยไม่ได้ ช่วยไม่ได้ ช่วยไม่ได้

Oh baby

เอาจริงแค่ได้มอง ก็ตายแล้วตายอีกอะ

ไม่ให้มีเจ้าของอะ ไม่ให้ใครจีบอะ

ไม่อยากให้มีแฟนอะ ไม่งั้นฉันคงแย่อะ

ช่วยอยู่ให้ฉันมองไปตลอด Like this

อยู่คนเดียวงี้ดีจะตาย

อย่าเพิ่งมีใครให้ตายเชื่อเหอะ

แค่เธอนะบอกว่าเธอยังเหงา ฉันก็สบายใจ

อยู่คนเดียวด้วยกันก็พอ

ไม่ได้ขอให้เธอมาใกล้

อยู่เป็นความหวังของใครต่อใคร ให้ไปนาน ๆ

♪

มาอยู่กับฉันก็ได้ไม่ต้องมีแฟนหรอก

มีข้งมีคู่อะไร ไม่ต้องไปแชร์หรอก

อย่าดื้อได้ไหม ทำไมไม่เชื่อที่แม่บอก

ไม่ต้องไปหวานกับใคร เธอไม่ใช่แครอท

ถึงไม่ใช่แฟนแต่จะไม่เหงาอย่างแน่นอน

ถ้าไม่อย่างงั้นเอาฉันไปคุยด้วยแทนก่อน

คนเดียวไม่ตายหรอก เธอไม่ต้องมีแฟนหรอก

จะได้เปล่า

อยู่คนเดียวงี้ดีจะตาย

อย่าเพิ่งมีใครให้ตายเชื่อเหอะ

แค่เธอนะบอกว่าเธอยังเหงา ฉันก็สบายใจ

อยู่คนเดียวด้วยกันก็พอ

ไม่ได้ขอให้เธอมาใกล้

อยู่เป็นความหวังของใครต่อใคร ให้ไปนาน ๆ

"
URBOYTJ,ถามคำ,"ถ้าเธอไม่ได้รักกับเขา เราจะได้รักกันไหม

เป็นคำถามที่ยังข้องใจ

เธอไม่รักเพราะมีเขาหรือว่าฉันไม่ใช่

เรื่องเดียวที่อยากรู้

แต่มันก็คงจะสายถ้าจะให้ฉันพูดออกไป

ก็เธอน่ะมีเขาฉันก็ควรที่จะเข้าใจ

ก็แบบว่ามันยังคิดอยู่ อยากให้เธอลองคิดดู

ก็เผื่อว่าวันพรุ่งนี้เธอจะเปลี่ยนใจ

ตอนนี้คงทำได้เพียงแค่รอ และมันก็คงต้องยอมก่อน

ก็แล้วจะให้ฉันทำยังไง

ก็แบบว่าถ้าเธอเหงาขึ้นมาเวลาที่ไม่มีใคร

ให้ฉันไปหาเธอได้ไหม

ถ้าเกิดว่ามีความลับที่ฉันยังไม่อยากจะบอก

ถ้าเกิดว่ามีคำถามที่ไม่อยากได้ยินคำตอบ

ถ้าเกิดว่าไม่มีเค้าเธอจะมองฉันดูกระจอกไหม

ก็แบบว่าเอาจริงๆ ไม่อยากจะได้ยินคำปลอบใจ

ละถามว่ารักเธอไหม ฉันก็คงจะตอบว่ามากแหละ

แต่ถามว่าเกลียดเธอไหม บางทีมันก็ตอบยากแหละ

ก็แบบว่ามันไม่ทราบเลยที่จริงเธอคิดอะไรอยู่

บางทีก็ให้ความหวังชอบมาเล่นอะไรก็ไม่รู้

(เล่นอะไรก็ไม่รู้)

ถ้าเธอไม่ได้รักกับเขา เราจะได้รักกันไหม

เป็นคำถามที่ยังข้องใจ

เธอไม่รักเพราะมีเขาหรือว่าฉันไม่ใช่

เรื่องเดียวที่อยากรู้

ถ้าเธอไม่ได้รักกับเขา เธอจะมองฉันบ้างไหม

ถ้าหากเราไม่เจอช้าไป

ถ้าหากไม่ใช่เขา จะเป็นฉันได้ไหม

หรือความจริงไม่ว่ายังไง

เธอก็ไม่รักฉันอยู่ดี

ที่ทักไปหาทุกวันจะให้ฉันทำยังไงได้ล่ะ

ถ้าเกิดว่าไม่มีเขา อะไรอะไรมันคงจะง่ายนะ

ก็แบบว่าตอบได้ไหมว่าเป็นที่ฉันหรือเขา

ตอนนี้มันค้างคาก็แบบว่าฉันไม่อยากจะเดาเลย

บางทีเธออยู่กับเขาก็คิดว่าทำไมไม่ใช่เราวะ

ที่จริงก็รู้คำตอบ แต่ความจริงแล้วมันก็เศร้านะ

ช่างแม่งไม่อยากจะเล่าละ โซดาผสมกับเหล้านะ

ถ้าเกิดคืนนี้ฉันเมา โทรไปหาเธอไม่ต้องเดานะ

เธอคงจะอยู่กับเขาอะ

ถ้าเธอไม่ได้รักกับเขา เราจะได้รักกันไหม

เป็นคำถามที่ยังข้องใจ

เธอไม่รักเพราะมีเขาหรือว่าฉันไม่ใช่

เรื่องเดียวที่อยากรู้

ถ้าเธอไม่ได้รักกับเขา เธอจะมองฉันบ้างไหม

ถ้าหากเราไม่เจอช้าไป

ถ้าหากไม่ใช่เขา จะเป็นฉันได้ไหม

หรือความจริงไม่ว่ายังไง

เธอก็ไม่รักฉันอยู่ดี

แต่มันก็คงจะสายถ้าจะให้ฉันพูดออกไป

ก็เธอน่ะมีเขา ฉันก็ควรที่จะเข้าใจ

ก็แบบว่ามันยังคิดอยู่ อยากให้เธอลองคิดดู

ก็เผื่อว่าวันพรุ่งนี้เธอจะเปลี่ยนใจ

ตอนนี้คงทำได้เพียงแค่รอ และมันก็คงต้องยอมก่อน

ก็แล้วจะให้ฉันทำยังไง

ก็แบบว่าถ้าเธอเหงาขึ้นมา เวลาที่ไม่มีใคร

ให้ฉันไปหาเธอได้ไหม
"
URBOYTJ,กอดได้ไหม,"ไม่ได้มาเรียกร้องอะไร

แค่ต้องการมาใช้คำลา

บอกคนนั้นให้รอหน่อยนะ

ขอเวลาไม่นาน

สิ่งที่เราได้สร้างกันมา

ที่มันพังคงถึงเวลา

ไม่อยากฟังก็ฟังหน่อยนะ

ใช้เวลาไม่นาน

รู้บ้างไหมว่าฉันโคตรอบอุ่น

ตอนเวลาที่เธอนั้นโอบกอด

ไม่ต้องพูดอะไรฉันก็ยิ้มได้แค่มีเธออยู่ข้างกัน

แต่วันนี้ฉันแค่มาลา

ไม่ได้มาเพื่อจะทำตัววุ่นวาย

กอดกันหน่อยได้ไหม

ให้วันเวลาเก่าๆ

ให้วันที่เคยมีเรา

ก่อนที่เธอจะเป็นของใคร

Hold me one last time

กอดกันหน่อยได้ไหม

ถ้าเขาไม่ว่าอะไร

แค่ขอให้เขาเข้าใจ baby

♪

ก่อนที่จะเสียเธอไปจริงๆ

ไม่อาจที่จะย้อนคืนไป

เธอก็ไปไม่ย้อนคืนมา

แค่ยินดีที่ได้มาหา

แล้วจะไปให้ไกล oh

รู้บ้างไหมว่าฉันโคตรอบอุ่น

ตอนเวลาที่เธอนั้นโอบกอด

ไม่ต้องพูดอะไรฉันก็ยิ้มได้แค่มีเธออยู่ข้างกัน

แต่วันนี้ฉันแค่มาลา

ไม่ได้มาเพื่อจะทำตัววุ่นวาย

กอดกันหน่อยได้ไหม

ให้วันเวลาเก่าๆ

ให้วันที่เคยมีเรา

ก่อนที่เธอจะเป็นของใคร

Hold me one last time

กอดกันหน่อยได้ไหม

ถ้าเขาไม่ว่าอะไร

แค่ขอให้เขาเข้าใจ baby

♪

ก่อนที่จะเสียเธอไปจริงๆ

ก็รู้ดีว่าฉันคงไม่มีสิทธิ์

ให้คิดแค่ในใจจะดีกว่า

รู้ดีว่าต้องทำไง

แต่ฝืนหัวใจไม่ได้

ยอมเป็นตัววายร้าย

อยากกอดในวันที่สาย

ถ้าขอเธอได้จะจำจนวันสุดท้าย

กอดกันหน่อยได้ไหม

ให้วันเวลาเก่าๆ

ให้วันที่เคยมีเรา

ก่อนที่เธอจะเป็นของใคร

Hold me one last time

กอดกันหน่อยได้ไหม

ถ้าเขาไม่ว่าอะไร

แค่ขอให้เขาเข้าใจ baby

แค่ขอให้เขาเข้าใจ baby

♪

ก่อนที่จะเสียเธอไปจริงๆ
"
URBOYTJ,เรื่องแค่นี้,"ก็ดีทุกอย่าง

เหมือนเดิมทุกอย่าง

ทุกวันที่ผ่าน ไม่เห็นจะยากตรงไหน

ก็เหมือนเมื่อก่อน

ฉันยังเหมือนเก่า

แค่ความว่างเปล่า แค่ไม่มีเรา แล้วไง

ยกเว้นเวลากลางคืนที่มองฟ้า

ยกเว้นเวลาที่ฉันหลับตา

ยกเว้นเวลาที่อยู่ลำพัง ก็ยังคงมีน้ำตา

ไม่มีเธอแค่นี้ ทำไมฉันจะทนไม่ได้

แค่บางทีที่อ่อนแอ และอ่อนไหว

คิดเรื่องเก่าๆ

เรื่องแค่นี้ ทำไมฉันจะทนไม่ไหว

แค่ทุกนาที ยังเห็นเธออยู่ในใจ

ฉันไม่เป็นไรเลย

คือมันก็ดีนะ แต่แค่บางทีอาจจะเหงาไปบ้าง

บ้างครั้งก็มีดื่มคนเดียวตอนคืนวันเสาร์ในบ้าน

รูปคู่ของเราเธอจำได้ไหม วันนี้มันดูเฉาไปมาก

ฉันดูแลมันเอาไว้อย่างดี

แต่บางทีก็เผลอเอาความเหงาไปราด

ก็พูดก็เหลาไปนั่น คงเป็นเพราะดื่มไปมาก

เจ็บปวดไปทั่วทั้งตัว ไม่ได้หวังให้เธอจะมาเห็นใจบ้าง

ฉันทำได้เพียงเข้าใจไม่มีคำไหนมาอ้าง

จะเหงาจะเจ็บแค่ไหน แต่ยังไงฉันก็คงจะต้องทนได้บ้าง

ยกเว้นเวลากลางคืนที่มองฟ้า

ยกเว้นเวลาที่ฉันหลับตา

ยกเว้นเวลาที่อยู่ลำพัง ก็ยังคงมีน้ำตา

ไม่มีเธอแค่นี้ ทำไมฉันจะทนไม่ได้

แค่บางทีที่อ่อนแอ และอ่อนไหว

คิดเรื่องเก่าๆ

เรื่องแค่นี้ ทำไมฉันจะอยู่ไม่ไหว

แค่ทุกนาที ยังเห็นเธออยู่ในใจ

ฉันไม่เป็นไรเลย

ฉันไม่เป็นไรเลย
"
URBOYTJ,สุดปลายทาง,"เพราะฉันควรจะตื่นมา

แล้วได้เจอหน้าเธอ

แต่ไม่ใช่เลย ไม่มีอีกแล้ว

ตั้งแต่ในนาทีนี้ไป

ให้เจ็บเท่าไหร่มันก็ไม่พอ

เพราะฉันรักเธอเหลือเกิน

ไม่มีวิธี จะดึงเธอไว้

จริงๆยังไงฉันก็แพ้

เราเดินมาได้ไกลแค่เท่านี้

สุดปลายทางที่เรามี

ก่อนเธอไปแค่อยากขอ

ให้ช่วยเช็ดน้ำตาให้ฉันที

เดินมาไกลแค่ไหนก็เท่าเดิม

วนกลับไปวันที่ไม่มีเธอ

เจ็บแค่ไหนที่ต้องรู้ว่าพรุ่งนี้

มันจะไม่ได้เจอ... เธออีกแล้ว

เห็นเธออยู่กับเค้าแล้วมันก็พูดไม่ออกน้ำตามันจะไหล

ฉันคือสิ่งที่ทิ้งได้ง่ายที่สุดในชีวิตของเธอใช่ไหม

ก็ขอให้มีความสุข (ก็ขอให้มีความสุข)

และแม้ว่าฉันต้องทุกข์ (แม้ว่าฉันต้องทุกข์)

มันก็คงไม่มีอะไรที่ฉันจะทำให้เธอเปลี่ยนใจได้เลย

จะร้องไห้เป็นครั้งสุดท้าย

ฝืนตัวเองละบอกเธอ goodbye

ถึงเวลาที่ต้องลา ขอแค่เธอมา เช็ดแค่น้ำตา

ไม่ต้องห่วง จะไม่ถ่วงเธอเลย

ฉันจะอยู่ตรงนี้ ตัวคนเดียว ไม่ว่ามันจะเจ็บ

แค่ไหน ฉันพร้อมที่จะรับความเจ็บนี้...

เราเดินมาได้ไกลแค่เท่านี้

สุดปลายทางที่เรามี

ก่อนเธอไปแค่อยากขอ

ให้ช่วยเช็ดน้ำตาให้ฉันที

เดินมาไกลแค่ไหนก็เท่าเดิม

วนกลับไปวันที่ไม่มีเธอ

เจ็บแค่ไหนที่ต้องรู้ว่าพรุ่งนี้

มันจะไม่ได้เจอ...

เดินมาไกลแค่ไหนก็เท่าเดิม

วนกลับไปวันที่ไม่มีเธอ

เจ็บแค่ไหนที่ต้องรู้ว่าพรุ่งนี้

มันจะไม่ได้เจอ... เธออีกแล้ว
"
URBOYTJ,ยิ่งเกลียดยิ่งรัก,"ดีแต่ไม่เอา เหงาแค่ระบาย

เห็นเป็นของตายที่เธอเก็บไว้ ไม่ต่างกับใครหลายคน

ฉันตกหลุมเอง เธอไม่ได้พราง

แพ้หมดทุกทาง แต่แปลกที่ฉันไม่รู้ทำไมยังทน

เธอก็ไม่ได้หลอก เธอแค่ไม่ได้บอก

ไม่ได้ทำอะไรไม่อันตราย เธอก็แค่ดอก ไม้

สวยๆ สร้างโลกให้ใสให้สว่าง

ห้ามเป็นเจ้าของได้แค่มองรู้ไว้บ้าง

ฉันก็ไม่มีสิทธิ์ เธอก็ไม่ได้ผิด

ที่ทำคนบางคน กระวนกระวาย

เธอก็แค่จิต ใจ

ดีและงามไม่เคยทำใครฝันร้าย

ยิ่งเกลียดยิ่งรักยิ่งลืมไม่ลงสักที

ไม่มีวิธีจะลบเธอไปได้เลย

ก็เกลียดที่ยังจะมีความหวังเหมือนเคย

ทั้งที่ไม่มี (จะให้ทำยังไง ลืมไม่ได้สักที ก็ยังไม่เข้าใจ)

ยิ่งเกลียดยิ่งรักยิ่งหลงทำไมไม่รู้

ข้างๆ คูๆ เข้าข้างตัวเองอย่างนี้

อยากให้เธอช่วยเกลียดฉัน

แบบที่ฉันน่ะเกลียดเธอที

♪

เธอเป็นคนใจดี และมีเวลาให้ใครต่อใคร

เธอเป็นคนแฟร์ๆ เธอแคร์ทุกคนเท่าๆ กันไป

มันจะมีสักวันที่เธอจะเป็นของฉันบ้างไหม

Wanna let u know I'm not alright

เธอเป็นคนๆ เดียวที่ทำให้ฉันนั้นมันทั้งรักและเกลียด

ทำอะไรก็แพ้ ฉันมันอ่อนแอ เธอเองเป็นฝ่ายได้เปรียบ

เห็นฉันเป็นอะไรอะ ก็ยังไม่เข้าใจอะ

เห็นฉันเป็นคนหรือว่าเป็นควายอะ

ยิ่งเกลียดยิ่งรักยิ่งลืมไม่ลงสักที

ไม่มีวิธีจะลบเธอไปได้เลย

ก็เกลียดที่ยังจะมีความหวังเหมือนเคย

ทั้งที่ไม่มี (จะให้ทำยังไง ลืมไม่ได้สักที ก็ยังไม่เข้าใจ)

ยิ่งเกลียดยิ่งรักยิ่งหลงทำไมไม่รู้

ข้างๆ คูๆ เข้าข้างตัวเองอย่างนี้

อยากให้เธอช่วยเกลียดฉัน

แบบที่ฉันน่ะเกลียดเธอที

♪

อยากให้เธอช่วยเกลียดฉัน

แบบที่ฉันน่ะเกลียดเธอที"
URBOYTJ,เค้าก่อน,"อยากให้เธอไปคุย

เธอไปคุยกับเค้าก่อน

อยากให้เธอไปเจอ

เธอไปเจอกับเค้าก่อน

เธอจะทำอะไร

ก็ไปทำกับเค้าก่อน

จะรอเธอตรงนี้

ไม่หนีไปไหนแน่นอน

ก็พอจะเข้าใจ

เธอเป็นของเค้าก่อน

ก็ไม่เคยสงสัย

เธอหนะรักเค้าก่อน

รักที่เธอให้เค้า

คงเป็นรักแท้แน่นอน

แต่ถ้าหากเธอเหงา

เมื่อตอนเธอจะเข้านอน

ค่อยโทรมา

ผมเขียน message หาทุกๆคน

ให้ช่วยผมที

ความเหงาครอบงำ

จนผมหน้ามืดตามัวแบบนี้

แค่ความคิดถึง

ที่มันไม่ถึงมันติดตรงนี้

และจะบอกเธอไป

มันก็ติดที่เค้า

คงไม่ถึงสักที

และให้ทำไงอะ ทำไงอะ

I don't know what to do

เพราะตอนที่เห็นคุณอยู่กับเค้า

มันปวดยังไงไม่รู้

I miss u baby

คิดถึงเธอตลอดเวลา

Even when จะตื่นมาหรือหลับตา

But I'm good

อยากให้เธอไป

คุยเธอไปคุยกับเค้าก่อน

อยากให้เธอไปเจอ

เธอไปเจอกับเค้าก่อน

เธอจะทำอะไร

ก็ไปทำกับเค้าก่อน

จะรอเธอตรงนี้

ไม่หนีไปไหนแน่นอน

ก็พอจะเข้าใจ

เธอเป็นของเค้าก่อน

ก็ไม่เคยสงสัย

เธอหนะรักเค้าก่อน

รักที่เธอให้เค้า

คงเป็นรักแท้แน่นอน

แต่ถ้าหากเธอเหงา

เมื่อตอนเธอจะเข้านอน

ค่อยโทรมา

อย่าบอกฉันว่าเธอไม่รัก

อย่าบอกฉันว่าเธอมีเขา

อย่าบอกฉันว่าเธอไม่เหงา

ไม่ต้องพูดไรเลยได้ไหม

ค่ำคืนอันยาวนาน

ที่ผมต้องเผชิญกับมัน

ถัาคุณหนะว่างอยู่

ขอแค่มีคุณมาอยู่ด้วยกัน

Even just a call

โทรมาหาเมื่อตอนคุณเหงา

ตอนคุณหนะไม่มีเขา

ผมว่างให้คุณตลอดทั้งวัน

ผมเองก็รู้ว่ามันไม่ดี

ที่คุณแอบมาเจอกันบ่อยๆ

แต่ว่าเค้าคงจะไม่รู้

ถ้ารู้ผมคงจะโดนต่อย

ไม่เป็นไร don't worry

ไปอยู่กับเค้าให้เต็มที่

เดี๋ยวผมรอคุณอยู่ตรงนึ้

ไม่หนีไปไหนหรอก baby

อยากให้เธอไปคุย

เธอไปคุยกับเค้าก่อน

อยากให้เธอไปเจอ

เธอไปเจอกับเค้าก่อน

เธอจะทำอะไร

ก็ไปทำกับเค้าก่อน

จะรอเธอตรงนี้

ไม่หนีไปไหนแน่นอน

ก็พอจะเข้าใจ

เธอเป็นของเค้าก่อน

ก็ไม่เคยสงสัย

เธอหนะรักเค้าก่อน

รักที่เธอให้เค้า

คงเป็นรักแท้แน่นอน

แต่ถ้าหากเธอเหงา

เมื่อตอนเธอจะเข้านอน

ค่อยโทรมา

อย่าบอกฉันว่าเธอไม่รัก

อย่าบอกฉันว่าเธอมีเขา

อย่าบอกฉันว่าเธอไม่เหงา

ไม่ต้องพูดไรเลยได้ไหม

"
